Pos	Channel	Cell	MothCell	BirthFr	DivFr	Lb	Lri	Lrt	Lc	Ld	Tri	Trt	Tn	Tc	Td	Tn-Trt	Tc-Trt	Tc-Tn	(Tn-Trt)/Td	(Tc-Trt)/ Td	(Tc-Tn)/ Td
2	4	2	2	49	80	1.831	1.395	1.942	2.278	3.202	-48	32	60	72	124	28	40	12	0.225806452	0.322580645	0.096774194
2	4	11	1	28	56	1.562	1.12	1.661	2.191	3.162	-76	12	68	76	112	56	64	8	0.5	0.571428571	0.071428571
2	4	11	11	56	105	1.562	1.147	1.593	2.284	3.111	-40	32	124	144	196	92	112	20	0.469387755	0.571428571	0.102040816
2	4	15	11	56	86	1.6	1.115	1.911	1.962	2.873	-40	48	56	68	120	8	20	12	0.066666667	0.166666667	0.1
2	4	19	1	93	125	1.865	1.327	1.791	2.824	3.913	-48	-4	80	92	128	84	96	12	0.65625	0.75	0.09375
2	4	23	1	119	139	1.912	1.236	1.89	2.474	3.242	-60	8	44	56	80	36	48	12	0.45	0.6	0.15
2	4	23	23	139	176	1.563	1.193	2.257	2.557	3.441	-36	52	80	88	148	28	36	8	0.189189189	0.243243243	0.054054054
2	4	24	19	125	149	1.865	1.134	1.751	2.765	3.711	-72	-12	64	68	96	76	80	4	0.791666667	0.833333333	0.041666667
2	4	25	1	138	173	1.573	1.311	1.991	2.199	3.796	-24	48	84	96	140	36	48	12	0.257142857	0.342857143	0.085714286
2	4	29	1	161	193	1.635	1.554	1.863	2.845	3.782	-24	40	88	96	128	48	56	8	0.375	0.4375	0.0625
2	4	30	25	174	202	1.915	1.088	1.913	2.744	4.244	-60	16	68	80	112	52	64	12	0.464285714	0.571428571	0.107142857
2	4	33	33	215	246	1.652	1.7	2.415	2.677	3.322	12	76	88	92	124	12	16	4	0.096774194	0.129032258	0.032258065
2	4	33	33	247	278	1.621	1.326	2.215	2.264	3.252	-40	56	64	76	124	8	20	12	0.064516129	0.161290323	0.096774194
2	4	38	33	217	247	1.702	1.58	2.695	2.806	3.518	-8	68	80	92	120	12	24	12	0.1	0.2	0.1
2	4	43	33	247	270	2.057	1.361	2.549	2.572	3.103	-44	36	52	60	92	16	24	8	0.173913043	0.260869565	0.086956522
2	4	43	43	270	300	1.54	1.518	2.049	2.479	3.282	-16	52	72	80	120	20	28	8	0.166666667	0.233333333	0.066666667
2	5	1	1	41	68	1.691	1.31	2.594	2.973	3.706	-32	60	80	80	108	20	20	0	0.185185185	0.185185185	0
2	5	1	1	127	156	1.885	1.458	2.298	2.341	3.446	-40	52	60	64	116	8	12	4	0.068965517	0.103448276	0.034482759
2	5	1	1	156	187	1.502	1.101	2.27	2.663	3.727	-32	40	84	84	124	44	44	0	0.35483871	0.35483871	0
2	5	1	1	215	238	1.899	1.567	2.648	2.724	3.538	-44	48	52	56	92	4	8	4	0.043478261	0.086956522	0.043478261
2	5	1	1	238	263	1.932	1.553	2.193	2.407	3.329	-36	36	60	64	100	24	28	4	0.24	0.28	0.04
2	5	1	1	264	294	1.929	1.676	2.37	2.467	3.472	-28	60	72	72	120	12	12	0	0.1	0.1	0
2	5	9	9	42	66	1.597	1.054	2.189	2.482	3.44	-44	32	52	52	96	20	20	0	0.208333333	0.208333333	0
