Pos	Channel	Cell	MothCell	BirthFr	DivFr	Lb	Lri	Lrt	Lc	Ld	Tri	Trt	Tn	Tc	Td	Tn-Trt	Tc-Trt	Tc-Tn	(Tn-Trt)/Td	(Tc-Trt)/ Td	(Tc-Tn)/ Td
12	2	2	2	36	87	1.452	1.462	1.92	1.951	2.552	180	370	380	440	510	10	70	60	0.019607843	0.137254902	0.117647059
12	2	2	2	88	178	1.361	1.781	2.312	2.71	3.253	370	650	780	820	900	130	170	40	0.144444444	0.188888889	0.044444444
12	2	10	2	35	81	1.381	1.575	2.018	2.058	2.569	170	330	340	400	460	10	70	60	0.02173913	0.152173913	0.130434783
12	2	13	2	87	147	1.221	1.511	2.18	2.18	2.504	300	460	460	530	600	0	70	70	0	0.116666667	0.116666667
12	3	2	2	49	123	1.404	1.786	2.242	2.465	2.72	270	510	620	640	740	110	130	20	0.148648649	0.175675676	0.027027027
12	3	2	2	123	206	1.492	1.933	2.177	2.177	2.921	470	650	650	740	830	0	90	90	0	0.108433735	0.108433735
12	3	3	3	99	133	1.704	1.88	2.162	2.18	2.464	60	220	250	280	340	30	60	30	0.088235294	0.176470588	0.088235294
12	3	7	7	9	60	1.224	1.689	2.011	2.077	2.232	170	350	420	430	510	70	80	10	0.137254902	0.156862745	0.019607843
12	3	9	9	110	190	1.383	1.848	2.194	2.249	2.708	510	670	690	730	800	20	60	40	0.025	0.075	0.05
12	3	12	3	99	142	1.501	1.718	2.21	2.248	2.689	170	320	330	390	430	10	70	60	0.023255814	0.162790698	0.139534884
12	4	1	1	38	99	1.42	1.81	2.333	2.333	2.84	310	480	480	530	610	0	50	50	0	0.081967213	0.081967213
12	4	1	1	99	169	1.535	1.99	2.338	2.448	3.098	350	510	540	650	700	30	140	110	0.042857143	0.2	0.157142857
12	4	9	1	38	96	1.169	1.436	1.795	1.737	2.342	290	460	430	540	580	-30	80	110	-0.051724138	0.137931034	0.189655172
12	4	9	9	95	171	1.058	2.094	2.444	2.509	3.015	520	650	660	700	760	10	50	40	0.013157895	0.065789474	0.052631579
12	4	11	11	152	206	1.244	2.056	2.351	2.351	2.966	320	450	450	470	540	0	20	20	0	0.037037037	0.037037037
12	4	13	11	152	211	1.367	2.063	2.402	2.358	2.801	330	480	470	530	590	-10	50	60	-0.016949153	0.084745763	0.101694915
12	5	1	1	63	112	1.538	1.838	2.289	2.289	2.867	210	360	360	410	490	0	50	50	0	0.102040816	0.102040816
12	5	1	1	112	173	1.613	2.099	2.548	2.548	3.172	330	480	480	550	610	0	70	70	0	0.114754098	0.114754098
12	5	2	2	55	160	1.26	1.646	2.091	2.166	2.465	440	740	800	890	1050	60	150	90	0.057142857	0.142857143	0.085714286
12	5	3	3	50	110	1.266	1.391	1.779	1.795	2.239	150	350	410	520	600	60	170	110	0.1	0.283333333	0.183333333
12	5	7	7	10	46	1.43	1.334	1.612	1.84	2.384	60	200	250	290	360	50	90	40	0.138888889	0.25	0.111111111
12	5	16	2	55	127	1.269	1.869	2.238	2.317	2.851	390	550	570	650	720	20	100	80	0.027777778	0.138888889	0.111111111
12	5	17	1	62	114	1.194	1.389	1.783	1.913	2.307	210	380	410	450	520	30	70	40	0.057692308	0.134615385	0.076923077
12	5	21	1	110	230	1.241	2.236	2.681	2.828	3.368	600	910	1020	1120	1200	110	210	100	0.091666667	0.175	0.083333333
12	5	22	17	114	191	1.119	1.477	2.142	2.154	2.522	500	660	670	690	770	10	30	20	0.012987013	0.038961039	0.025974026
13	1	1	1	93	148	1.938	2.143	2.554	2.623	3.031	160	380	420	500	550	40	120	80	0.072727273	0.218181818	0.145454545
13	1	12	1	91	142	1.608	2.153	2.627	2.651	2.901	250	420	430	410	510	10	-10	-20	0.019607843	-0.019607843	-0.039215686
13	1	14	1	148	228	1.407	2.544	2.525	2.616	3.211	460	600	660	710	800	60	110	50	0.075	0.1375	0.0625
13	2	1	1	37	101	1.648	2.3	2.689	2.656	3.088	400	540	530	570	640	-10	30	40	-0.015625	0.046875	0.0625
13	2	1	1	101	209	1.595	2.329	2.739	2.793	3.182	650	880	930	970	1080	50	90	40	0.046296296	0.083333333	0.037037037
13	2	2	2	108	182	1.275	1.621	1.917	2.209	2.375	380	560	670	680	740	110	120	10	0.148648649	0.162162162	0.013513514
