Pos	Channel	Cell	MothCell	BirthFr	DivFr	Lb	Lri	Lrt	Lc	Ld	Tri	Trt	Tn	Tc	Td	Tn-Trt	Tc-Trt	Tc-Tn	(Tn-Trt)/Td	(Tc-Trt)/ Td	(Tc-Tn)/ Td
7	1	1	1	208	245	1.445	1.658	2.482	2.482	2.847	44	116	116	120	148	0	4	4	0	0.027027027	0.027027027
7	1	2	2	17	47	1.693	1.693	2.737	2.795	3.371	0	84	88	88	120	4	4	0	0.033333333	0.033333333	0
7	1	2	2	47	82	1.662	1.662	2.787	2.794	4.214	0	96	100	108	140	4	12	8	0.028571429	0.085714286	0.057142857
7	1	9	1	15	55	1.583	1.822	2.578	2.845	3.375	48	120	132	132	160	12	12	0	0.075	0.075	0
7	1	9	9	55	105	1.71	1.927	2.955	3.208	3.663	44	140	160	156	200	20	16	-4	0.1	0.08	-0.02
7	1	10	2	17	52	1.803	1.749	2.52	2.619	3.389	-4	84	92	96	140	8	12	4	0.057142857	0.085714286	0.028571429
7	1	13	9	55	92	1.665	1.977	2.751	3.263	4.831	40	104	112	120	148	8	16	8	0.054054054	0.108108108	0.054054054
7	1	14	1	59	101	1.859	1.91	2.735	2.851	3.269	12	112	120	132	168	8	20	12	0.047619048	0.119047619	0.071428571
7	1	20	1	106	136	1.895	1.88	2.446	2.936	3.358	-28	48	88	88	120	40	40	0	0.333333333	0.333333333	0
7	1	20	20	136	177	1.726	1.784	2.741	2.913	3.537	12	104	116	136	164	12	32	20	0.073170732	0.195121951	0.12195122
7	1	21	1	129	173	1.588	1.932	2.629	2.695	3.396	44	124	128	144	176	4	20	16	0.022727273	0.113636364	0.090909091
7	1	21	21	173	219	1.759	1.938	2.746	2.824	3.433	24	124	132	148	184	8	24	16	0.043478261	0.130434783	0.086956522
7	1	22	20	136	176	1.632	1.795	2.681	2.795	3.456	24	108	124	132	160	16	24	8	0.1	0.15	0.05
7	1	23	1	164	198	1.825	1.912	2.576	2.926	3.618	12	72	92	108	136	20	36	16	0.147058824	0.264705882	0.117647059
7	1	23	23	198	237	1.83	1.857	2.71	2.843	3.319	20	108	116	124	156	8	16	8	0.051282051	0.102564103	0.051282051
7	1	24	21	173	220	1.637	2.035	2.847	2.911	3.913	56	144	148	152	188	4	8	4	0.021276596	0.042553191	0.021276596
7	1	27	23	198	245	1.789	2.016	2.703	3.195	3.883	24	100	148	152	188	48	52	4	0.255319149	0.276595745	0.021276596
7	1	28	1	208	234	2.121	1.729	2.981	3.051	3.757	-4	64	68	84	104	4	20	16	0.038461538	0.192307692	0.153846154
7	1	28	28	234	264	2.061	2.061	2.715	2.946	3.467	0	56	80	88	120	24	32	8	0.2	0.266666667	0.066666667
7	1	31	28	234	269	1.696	1.736	2.437	2.858	3.269	4	84	108	100	140	24	16	-8	0.171428571	0.114285714	-0.057142857
7	1	34	1	259	275	2.243	1.489	2.749	2.749	3.21	-36	36	36	40	64	0	4	4	0	0.0625	0.0625
7	2	1	1	151	197	1.696	1.71	2.28	2.486	3.045	16	108	120	152	184	12	44	32	0.065217391	0.239130435	0.173913043
7	2	1	1	197	258	1.666	1.944	2.515	2.645	3.083	84	168	184	208	244	16	40	24	0.06557377	0.163934426	0.098360656
7	2	2	2	19	81	1.96	2.381	3.1	3.32	4.167	52	184	204	212	248	20	28	8	0.080645161	0.112903226	0.032258065
7	2	2	2	109	148	1.629	1.631	2.468	2.707	3.302	4	96	116	124	156	20	28	8	0.128205128	0.179487179	0.051282051
7	2	2	2	148	181	1.549	1.57	2.329	2.413	2.938	-4	80	92	96	132	12	16	4	0.090909091	0.121212121	0.03030303
7	2	2	2	181	225	1.437	1.531	2.434	2.864	3.536	24	112	140	144	176	28	32	4	0.159090909	0.181818182	0.022727273
7	2	2	2	225	248	1.748	1.643	2.439	2.56	3.303	-12	60	64	76	92	4	16	12	0.043478261	0.173913043	0.130434783
7	2	5	2	17	82	1.664	1.951	3.283	3.409	4.17	36	188	208	200	260	20	12	-8	0.076923077	0.046153846	-0.030769231
7	2	5	5	82	114	1.955	1.74	2.436	2.895	4.106	-24	52	68	96	128	16	44	28	0.125	0.34375	0.21875
7	2	14	2	81	113	1.943	1.652	2.281	2.703	3.703	-20	52	76	96	128	24	44	20	0.1875	0.34375	0.15625
7	2	14	14	113	136	1.728	1.505	2.121	2.261	2.891	-32	40	48	68	92	8	28	20	0.086956522	0.304347826	0.217391304
7	2	15	15	113	187	1.597	1.657	2.739	3.005	4.037	24	172	204	232	296	32	60	28	0.108108108	0.202702703	0.094594595
7	2	16	14	114	138	2.008	1.559	2.501	2.523	3.144	-32	36	48	64	96	12	28	16	0.125	0.291666667	0.166666667
7	2	17	15	114	155	1.575	1.74	2.601	2.739	3.421	24	116	120	132	164	4	16	12	0.024390244	0.097560976	0.073170732
7	2	21	2	148	175	1.752	1.752	2.525	2.525	3.156	0	68	68	80	108	0	12	12	0	0.111111111	0.111111111
7	2	22	1	150	194	1.662	1.722	2.444	2.637	3.572	12	112	124	140	176	12	28	16	0.068181818	0.159090909	0.090909091
7	2	22	22	194	243	1.847	1.973	2.865	3.005	3.796	16	124	136	136	196	12	12	0	0.06122449	0.06122449	0
7	2	26	2	181	219	1.501	1.642	2.612	2.706	3.342	20	108	112	124	152	4	16	12	0.026315789	0.105263158	0.078947368
7	2	27	22	193	240	1.716	1.716	2.736	2.736	3.796	0	116	116	120	188	0	4	4	0	0.021276596	0.021276596
7	2	27	27	240	273	1.684	1.607	2.326	2.768	3.604	-12	60	80	88	132	20	28	8	0.151515152	0.212121212	0.060606061
7	2	28	1	197	268	1.379	1.758	2.315	2.54	3.226	96	184	216	236	284	32	52	20	0.112676056	0.183098592	0.070422535
7	2	36	1	256	293	1.517	1.454	2.104	2.36	3.249	-4	56	80	104	148	24	48	24	0.162162162	0.324324324	0.162162162
7	4	3	3	4	65	1.478	1.854	2.415	2.65	3.288	96	168	192	204	244	24	36	12	0.098360656	0.147540984	0.049180328
7	4	3	3	64	101	1.681	1.877	2.51	2.51	2.813	32	116	116	132	148	0	16	16	0	0.108108108	0.108108108
7	4	4	4	13	42	1.942	1.85	2.679	2.871	3.515	-16	64	76	72	116	12	8	-4	0.103448276	0.068965517	-0.034482759
7	4	7	3	4	54	1.559	1.666	2.458	2.609	3.09	48	144	164	168	200	20	24	4	0.1	0.12	0.02
7	4	14	14	110	137	1.812	1.709	2.594	3.161	3.347	-8	64	92	80	108	28	16	-12	0.259259259	0.148148148	-0.111111111
7	4	17	3	111	138	1.807	1.669	2.596	2.57	4.435	-24	56	68	84	108	12	28	16	0.111111111	0.259259259	0.148148148
7	5	2	2	28	70	2.225	2.234	3.135	3.483	4.087	-4	88	120	136	168	32	48	16	0.19047619	0.285714286	0.095238095
7	5	2	2	70	113	2.248	2.224	3.826	3.688	4.077	-4	112	120	120	172	8	8	0	0.046511628	0.046511628	0
7	5	2	2	113	138	2.002	1.838	2.306	2.365	2.887	-48	60	64	68	100	4	8	4	0.04	0.08	0.04
7	5	2	2	140	173	1.463	1.421	2.248	2.441	3.152	-4	80	84	92	132	4	12	8	0.03030303	0.090909091	0.060606061
7	5	2	2	173	208	1.535	1.585	2.204	2.269	2.848	12	92	100	116	140	8	24	16	0.057142857	0.171428571	0.114285714
7	5	2	2	208	247	1.424	1.559	2.034	2.034	2.625	32	108	108	124	156	0	16	16	0	0.102564103	0.102564103
7	5	3	3	34	63	2.004	1.756	2.412	2.923	3.352	-12	44	76	84	116	32	40	8	0.275862069	0.344827586	0.068965517
7	5	4	4	21	44	2.122	1.38	2.385	2.952	3.561	-72	20	60	52	92	40	32	-8	0.434782609	0.347826087	-0.086956522
7	5	9	2	30	61	1.772	1.654	2.368	2.57	3.418	-12	64	76	96	124	12	32	20	0.096774194	0.258064516	0.161290323
7	5	9	9	62	105	1.596	1.589	2.204	2.735	3.198	8	84	116	136	172	32	52	20	0.186046512	0.302325581	0.11627907
7	5	10	3	33	61	1.806	1.806	2.426	2.675	3.324	0	56	72	76	112	16	20	4	0.142857143	0.178571429	0.035714286
7	5	14	9	62	100	1.867	1.938	2.696	2.874	3.559	12	88	104	116	152	16	28	12	0.105263158	0.184210526	0.078947368
7	5	17	9	106	144	1.754	1.688	2.434	2.575	3.322	-4	100	112	108	152	12	8	-4	0.078947368	0.052631579	-0.026315789
7	5	18	2	113	133	2.074	1.844	2.16	2.543	3.318	-52	8	36	48	80	28	40	12	0.35	0.5	0.15
7	5	18	18	135	165	1.746	1.668	2.4	2.572	3.452	-8	56	72	88	120	16	32	16	0.133333333	0.266666667	0.133333333
7	5	18	18	165	194	1.739	1.602	2.314	2.587	3.185	-12	56	76	88	116	20	32	12	0.172413793	0.275862069	0.103448276
7	5	19	18	134	167	1.689	1.707	2.744	2.676	3.451	4	92	88	100	132	-4	8	12	-0.03030303	0.060606061	0.090909091
7	5	20	2	140	173	1.545	1.444	2.2	2.324	2.956	-8	72	84	104	132	12	32	20	0.090909091	0.242424242	0.151515152
7	5	20	20	173	234	1.501	1.761	2.963	2.78	3.704	44	184	172	192	244	-12	8	20	-0.049180328	0.032786885	0.081967213
7	5	23	18	165	199	1.713	1.59	2.442	2.573	3.334	-12	76	84	104	136	8	28	20	0.058823529	0.205882353	0.147058824
7	5	25	2	173	205	1.617	1.738	2.386	2.386	2.949	16	84	84	100	128	0	16	16	0	0.125	0.125
7	5	25	25	205	258	1.471	1.831	2.852	2.777	3.514	52	160	156	168	212	-4	8	12	-0.018867925	0.037735849	0.056603774
7	5	26	20	173	230	1.455	1.764	2.479	2.888	4.222	52	148	180	196	228	32	48	16	0.140350877	0.210526316	0.070175439
7	5	29	25	205	250	1.478	1.576	2.525	2.528	3.186	28	128	136	144	180	8	16	8	0.044444444	0.088888889	0.044444444
7	5	30	2	220	262	2.036	2.036	2.92	3.197	3.634	0	108	124	112	168	16	4	-12	0.095238095	0.023809524	-0.071428571
8	1	1	1	7	50	2.459	2.508	3.368	3.368	3.901	8	124	124	132	172	0	8	8	0	0.046511628	0.046511628
8	1	1	1	50	108	2.287	2.275	2.903	2.88	3.618	20	160	156	180	232	-4	20	24	-0.017241379	0.086206897	0.103448276
8	1	1	1	108	142	2.084	2.109	2.838	2.838	3.525	4	80	80	96	136	0	16	16	0	0.117647059	0.117647059
8	1	1	1	142	171	1.925	1.541	2.158	2.594	3.3	-40	28	72	80	116	44	52	8	0.379310345	0.448275862	0.068965517
8	1	1	1	171	221	1.795	1.939	3.205	3.118	3.737	36	148	144	164	200	-4	16	20	-0.02	0.08	0.1
8	1	1	1	221	290	2.034	2.148	2.358	2.529	3.124	84	200	228	248	276	28	48	20	0.101449275	0.173913043	0.072463768
8	1	2	2	11	64	1.785	2.083	2.787	3.021	3.516	48	140	168	156	212	28	16	-12	0.132075472	0.075471698	-0.056603774
8	1	9	1	7	44	1.699	1.829	2.497	2.613	3.308	12	96	104	108	148	8	12	4	0.054054054	0.081081081	0.027027027
8	1	9	9	44	91	1.736	1.925	2.917	2.953	3.56	24	132	136	132	188	4	0	-4	0.021276596	0	-0.021276596
8	1	9	9	91	136	1.833	2.072	2.787	2.923	3.552	44	124	136	132	180	12	8	-4	0.066666667	0.044444444	-0.022222222
8	1	10	2	11	51	1.607	1.745	2.482	2.751	3.08	28	116	136	124	160	20	8	-12	0.125	0.05	-0.075
8	1	13	9	44	90	1.572	1.858	2.62	2.695	3.376	44	132	136	140	184	4	8	4	0.02173913	0.043478261	0.02173913
8	1	14	1	52	131	1.67	1.699	2.812	2.812	3.689	4	188	188	204	316	0	16	16	0	0.050632911	0.050632911
8	1	14	14	131	181	1.807	1.68	2.147	2.538	3.387	-32	68	128	160	200	60	92	32	0.3	0.46	0.16
8	1	17	9	91	139	1.727	1.992	2.588	2.588	3.346	72	148	148	168	192	0	20	20	0	0.104166667	0.104166667
8	1	19	1	106	156	1.507	1.697	2.515	2.494	3.019	44	140	136	160	200	-4	20	24	-0.02	0.1	0.12
8	1	19	19	156	209	1.459	1.635	2.381	2.465	3.308	40	116	132	148	212	16	32	16	0.075471698	0.150943396	0.075471698
8	1	22	1	142	168	1.6	1.541	1.904	2.011	2.841	-40	40	48	60	104	8	20	12	0.076923077	0.192307692	0.115384615
8	1	22	22	167	207	1.398	1.573	2.387	2.5	3.066	28	104	116	116	160	12	12	0	0.075	0.075	0
8	1	22	22	205	247	1.426	1.499	2.206	2.249	2.839	16	108	112	136	168	4	28	24	0.023809524	0.166666667	0.142857143
8	1	24	19	158	199	1.619	1.805	2.474	2.662	2.898	44	104	136	148	164	32	44	12	0.195121951	0.268292683	0.073170732
8	1	25	1	171	212	1.506	1.661	2.296	2.702	3.261	24	92	124	128	164	32	36	4	0.195121951	0.219512195	0.024390244
8	1	25	25	212	247	1.641	1.57	2.521	2.584	2.94	-8	100	108	108	140	8	8	0	0.057142857	0.057142857	0
8	1	26	22	168	201	1.42	1.587	2.375	2.628	2.971	24	96	112	100	132	16	4	-12	0.121212121	0.03030303	-0.090909091
8	1	31	22	205	248	1.597	1.726	2.616	2.9	3.392	28	128	144	148	172	16	20	4	0.093023256	0.11627907	0.023255814
8	1	32	25	212	246	1.619	1.619	2.357	2.424	3.212	0	80	88	104	136	8	24	16	0.058823529	0.176470588	0.117647059
8	1	35	25	247	294	1.46	1.713	2.389	2.469	2.999	36	144	152	172	188	8	28	20	0.042553191	0.14893617	0.106382979
8	4	2	2	39	91	1.653	2.072	2.759	3.146	3.664	60	140	176	168	208	36	28	-8	0.173076923	0.134615385	-0.038461538
8	4	2	2	91	129	1.9	2.101	2.679	3.002	3.644	36	100	120	124	152	20	24	4	0.131578947	0.157894737	0.026315789
8	4	2	2	129	161	1.943	1.964	2.544	2.68	3.238	8	76	84	80	128	8	4	-4	0.0625	0.03125	-0.03125
8	4	2	2	161	225	1.691	1.998	2.645	3.72	4.671	52	148	216	228	256	68	80	12	0.265625	0.3125	0.046875
8	4	2	2	225	247	2.173	1.757	2.311	2.753	3.157	-48	12	48	60	88	36	48	12	0.409090909	0.545454545	0.136363636
8	4	2	2	247	281	1.685	1.714	2.228	2.357	3.043	4	76	92	100	136	16	24	8	0.117647059	0.176470588	0.058823529
8	4	3	3	44	76	1.66	1.636	2.375	2.74	3.325	-4	68	88	100	128	20	32	12	0.15625	0.25	0.09375
8	4	3	3	77	125	1.637	2.029	2.677	2.711	3.314	64	140	144	156	192	4	16	12	0.020833333	0.083333333	0.0625
8	4	4	4	10	49	1.64	1.58	2.474	2.882	3.456	-8	72	120	112	156	48	40	-8	0.307692308	0.256410256	-0.051282051
8	4	4	4	49	80	1.732	1.732	2.521	2.74	3.766	0	72	88	108	124	16	36	20	0.129032258	0.290322581	0.161290323
8	4	8	4	10	40	1.663	1.619	2.258	2.483	3.006	-8	64	76	80	120	12	16	4	0.1	0.133333333	0.033333333
8	4	9	2	40	95	1.653	1.828	2.802	2.873	3.179	52	168	180	184	220	12	16	4	0.054545455	0.072727273	0.018181818
8	4	9	9	95	175	1.639	1.996	2.852	2.888	3.673	72	216	220	272	320	4	56	52	0.0125	0.175	0.1625
8	4	11	3	44	82	1.798	1.869	2.597	2.921	3.579	20	88	112	124	152	24	36	12	0.157894737	0.236842105	0.078947368
8	4	13	3	76	113	1.721	1.939	3.133	3.133	3.606	24	120	120	120	148	0	0	0	0	0	0
8	4	16	2	91	148	1.763	1.937	2.737	2.851	3.569	36	144	164	172	228	20	28	8	0.087719298	0.122807018	0.035087719
8	4	16	16	148	196	1.9	1.8	2.267	2.751	3.716	-16	56	136	152	192	80	96	16	0.416666667	0.5	0.083333333
8	4	20	2	129	160	1.701	1.759	2.573	2.573	3.103	12	88	88	96	124	0	8	8	0	0.064516129	0.064516129
8	4	20	20	160	197	1.431	1.727	2.642	2.789	3.315	36	112	120	120	148	8	8	0	0.054054054	0.054054054	0
8	4	20	20	198	238	1.619	1.721	2.669	3.013	3.923	8	104	124	124	160	20	20	0	0.125	0.125	0
8	4	21	16	148	185	1.669	1.527	2.123	2.345	3.082	-32	60	88	108	148	28	48	20	0.189189189	0.324324324	0.135135135
8	4	22	2	161	208	1.548	1.869	2.603	2.655	3.431	60	136	140	148	188	4	12	8	0.021276596	0.063829787	0.042553191
8	4	22	22	209	240	1.736	1.603	2.317	2.558	3.067	-12	64	80	80	124	16	16	0	0.129032258	0.129032258	0
8	4	23	20	165	203	1.832	1.832	2.319	2.724	3.517	0	56	92	112	152	36	56	20	0.236842105	0.368421053	0.131578947
8	4	29	22	209	241	1.769	1.696	2.414	2.719	3.259	-8	68	88	84	128	20	16	-4	0.15625	0.125	-0.03125
8	4	30	2	224	240	2.464	1.715	2.845	2.935	3.626	-48	24	28	36	64	4	12	8	0.0625	0.1875	0.125
